date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202120,OW,female,283,sex,18840,3310,1.5,17.57,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.488,48.8
202121,OW,female,486,sex,18840,3796,2.58,20.15,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.519,51.9
202122,OW,female,710,sex,18840,4506,3.77,23.92,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.516,51.6
202123,OW,female,809,sex,18840,5315,4.29,28.21,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.49,49
202124,OW,female,859,sex,18840,6174,4.56,32.77,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.486,48.6
202125,OW,female,528,sex,18840,6702,2.8,35.57,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.472,47.199999999999996
202126,OW,female,390,sex,18840,7092,2.07,37.64,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.431,43.1
202127,OW,female,200,sex,18840,7292,1.06,38.7,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.457,45.7
202128,OW,female,201,sex,18840,7493,1.07,39.77,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.474,47.4
202129,OW,female,355,sex,18840,7848,1.88,41.66,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.433,43.3
202130,OW,female,229,sex,18840,8077,1.22,42.87,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.446,44.6
202131,OW,female,108,sex,18840,8185,0.57,43.44,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.441,44.1
202132,OW,female,115,sex,18840,8300,0.61,44.06,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.453,45.300000000000004
202133,OW,female,151,sex,18840,8451,0.8,44.86,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.495,49.5
202134,OW,female,116,sex,18840,8567,0.62,45.47,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.479,47.9
202135,OW,female,39,sex,18840,8606,0.21,45.68,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202136,OW,female,172,sex,18840,8778,0.91,46.59,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.429,42.9
202137,OW,female,202,sex,18840,8980,1.07,47.66,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.521,52.1
202138,OW,female,261,sex,18840,9241,1.39,49.05,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202139,OW,female,300,sex,18840,9541,1.59,50.64,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.467,46.7
202140,OW,female,195,sex,18840,9736,1.04,51.68,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.451,45.1
202141,OW,female,341,sex,18840,10077,1.81,53.49,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.441,44.1
202142,OW,female,248,sex,18840,10325,1.32,54.8,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.481,48.1
202143,OW,female,50,sex,18840,10375,0.27,55.07,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.51,51
202052,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202053,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202101,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202102,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202103,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202104,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202105,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202106,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202107,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202108,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202109,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202110,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202111,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202112,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202113,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202114,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202115,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202116,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202117,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202118,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202119,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202120,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202121,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202122,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202123,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202124,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202125,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202126,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202127,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202128,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202129,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202130,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202131,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202132,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202133,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202134,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202135,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202136,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202137,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202138,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202139,OW,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202140,OW,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.002,0.2
202141,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202142,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202143,OW,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202052,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202053,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202101,SG,male,0,sex,258108,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202102,SG,male,1,sex,258108,1,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.5,50
202103,SG,male,5,sex,258108,6,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.455,45.5
202104,SG,male,65,sex,258108,71,0.03,0.03,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.496,49.6
202105,SG,male,169,sex,258108,240,0.07,0.09,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202106,SG,male,582,sex,258108,822,0.23,0.32,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.392,39.2
202107,SG,male,639,sex,258108,1461,0.25,0.57,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.367,36.7
202108,SG,male,1731,sex,258108,3192,0.67,1.24,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.423,42.3
202109,SG,male,2968,sex,258108,6160,1.15,2.39,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.441,44.1
202110,SG,male,4004,sex,258108,10164,1.55,3.94,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.448,44.800000000000004
202111,SG,male,1952,sex,258108,12116,0.76,4.69,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.424,42.4
202112,SG,male,1606,sex,258108,13722,0.62,5.32,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.478,47.8
202113,SG,male,1536,sex,258108,15258,0.6,5.91,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.459,45.9
202114,SG,male,2907,sex,258108,18165,1.13,7.04,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.473,47.3
202115,SG,male,2449,sex,258108,20614,0.95,7.99,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.485,48.5
202116,SG,male,2919,sex,258108,23533,1.13,9.12,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.495,49.5
202117,SG,male,2712,sex,258108,26245,1.05,10.17,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.457,45.7
202118,SG,male,4749,sex,258108,30994,1.84,12.01,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202119,SG,male,5266,sex,258108,36260,2.04,14.05,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.489,48.9
202120,SG,male,5409,sex,258108,41669,2.1,16.14,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.492,49.2
202121,SG,male,4917,sex,258108,46586,1.91,18.05,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.469,46.9
202122,SG,male,5846,sex,258108,52432,2.26,20.31,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.503,50.3
202123,SG,male,6375,sex,258108,58807,2.47,22.78,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.51,51
202124,SG,male,10236,sex,258108,69043,3.97,26.75,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202125,SG,male,13200,sex,258108,82243,5.11,31.86,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202126,SG,male,13228,sex,258108,95471,5.12,36.99,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.542,54.2
202127,SG,male,8770,sex,258108,104241,3.4,40.39,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.541,54.1
202128,SG,male,8127,sex,258108,112368,3.15,43.54,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.547,54.7
202129,SG,male,4792,sex,258108,117160,1.86,45.39,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.541,54.1
202130,SG,male,2301,sex,258108,119461,0.89,46.28,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.527,52.7
202131,SG,male,2226,sex,258108,121687,0.86,47.15,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.529,52.900000000000006
202132,SG,male,1721,sex,258108,123408,0.67,47.81,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.529,52.900000000000006
202133,SG,male,1766,sex,258108,125174,0.68,48.5,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.517,51.7
202134,SG,male,1769,sex,258108,126943,0.69,49.18,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.517,51.7
202135,SG,male,1665,sex,258108,128608,0.65,49.83,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.535,53.5
202136,SG,male,2040,sex,258108,130648,0.79,50.62,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.52,52
202137,SG,male,2209,sex,258108,132857,0.86,51.47,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.532,53.2
202138,SG,male,2739,sex,258108,135596,1.06,52.53,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.514,51.4
202139,SG,male,3523,sex,258108,139119,1.36,53.9,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.518,51.800000000000004
202140,SG,male,3601,sex,258108,142720,1.4,55.29,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.529,52.900000000000006
202141,SG,male,2851,sex,258108,145571,1.1,56.4,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.52,52
202142,SG,male,4615,sex,258108,150186,1.79,58.19,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.554,55.400000000000006
202143,SG,male,2663,sex,258108,152849,1.03,59.22,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.546,54.6
202052,SG,female,0,sex,256396,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202053,SG,female,1,sex,256396,1,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,1,100
202101,SG,female,0,sex,256396,1,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202102,SG,female,1,sex,256396,2,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.5,50
202103,SG,female,6,sex,256396,8,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.545,54.50000000000001
202104,SG,female,66,sex,256396,74,0.03,0.03,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.504,50.4
202105,SG,female,186,sex,256396,260,0.07,0.1,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202106,SG,female,903,sex,256396,1163,0.35,0.45,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.608,60.8
202107,SG,female,1103,sex,256396,2266,0.43,0.88,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.633,63.3
202108,SG,female,2360,sex,256396,4626,0.92,1.8,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.577,57.699999999999996
202109,SG,female,3755,sex,256396,8381,1.46,3.27,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.559,55.900000000000006
202110,SG,female,4929,sex,256396,13310,1.92,5.19,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.552,55.2
202111,SG,female,2652,sex,256396,15962,1.03,6.23,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.576,57.599999999999994
202112,SG,female,1754,sex,256396,17716,0.68,6.91,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.522,52.2
202113,SG,female,1809,sex,256396,19525,0.71,7.62,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.541,54.1
202114,SG,female,3243,sex,256396,22768,1.26,8.88,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.527,52.7
202115,SG,female,2601,sex,256396,25369,1.01,9.89,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.515,51.5
202116,SG,female,2973,sex,256396,28342,1.16,11.05,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.505,50.5
202117,SG,female,3228,sex,256396,31570,1.26,12.31,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.543,54.300000000000004
202118,SG,female,5215,sex,256396,36785,2.03,14.35,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202119,SG,female,5511,sex,256396,42296,2.15,16.5,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.511,51.1
202120,SG,female,5590,sex,256396,47886,2.18,18.68,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.508,50.8
202121,SG,female,5556,sex,256396,53442,2.17,20.84,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.531,53.1
202122,SG,female,5769,sex,256396,59211,2.25,23.09,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.497,49.7
202123,SG,female,6134,sex,256396,65345,2.39,25.49,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.49,49
202124,SG,female,8563,sex,256396,73908,3.34,28.83,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.456,45.6
202125,SG,female,11045,sex,256396,84953,4.31,33.13,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.456,45.6
202126,SG,female,11177,sex,256396,96130,4.36,37.49,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.458,45.800000000000004
202127,SG,female,7450,sex,256396,103580,2.91,40.4,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.459,45.9
202128,SG,female,6730,sex,256396,110310,2.62,43.02,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.453,45.300000000000004
202129,SG,female,4068,sex,256396,114378,1.59,44.61,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.459,45.9
202130,SG,female,2065,sex,256396,116443,0.81,45.42,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.473,47.3
202131,SG,female,1981,sex,256396,118424,0.77,46.19,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.471,47.099999999999994
202132,SG,female,1535,sex,256396,119959,0.6,46.79,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.471,47.099999999999994
202133,SG,female,1647,sex,256396,121606,0.64,47.43,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.483,48.3
202134,SG,female,1650,sex,256396,123256,0.64,48.07,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.483,48.3
202135,SG,female,1445,sex,256396,124701,0.56,48.64,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.464,46.400000000000006
202136,SG,female,1882,sex,256396,126583,0.73,49.37,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.48,48
202137,SG,female,1945,sex,256396,128528,0.76,50.13,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.468,46.800000000000004
202138,SG,female,2593,sex,256396,131121,1.01,51.14,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.486,48.6
202139,SG,female,3282,sex,256396,134403,1.28,52.42,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.482,48.199999999999996
202140,SG,female,3200,sex,256396,137603,1.25,53.67,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.471,47.099999999999994
202141,SG,female,2627,sex,256396,140230,1.02,54.69,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.48,48
202142,SG,female,3714,sex,256396,143944,1.45,56.14,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.446,44.6
202143,SG,female,2214,sex,256396,146158,0.86,57,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.454,45.4
202052,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202053,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202101,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202102,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202103,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202104,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202105,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202106,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202107,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202108,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202109,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202110,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202111,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202112,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202113,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202114,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202115,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202116,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202117,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202118,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202119,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202120,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202121,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202122,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202123,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202124,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202125,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202126,SG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202127,SG,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202128,SG,unknown,1,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202129,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202130,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202131,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202132,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202133,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202134,SG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202135,SG,unknown,1,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202136,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202137,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202138,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202139,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202140,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202141,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202142,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202143,SG,unknown,0,sex,NA,3,NA,NA,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202052,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202053,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202101,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,NA,NA
202102,SH,male,0,sex,41162,0,0,0,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0,0
202103,SH,male,42,sex,41162,42,0.1,0.1,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.525,52.5
202104,SH,male,52,sex,41162,94,0.13,0.23,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.394,39.4
202105,SH,male,15,sex,41162,109,0.04,0.26,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.429,42.9
202106,SH,male,394,sex,41162,503,0.96,1.22,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.345,34.5
202107,SH,male,579,sex,41162,1082,1.41,2.63,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.389,38.9
202108,SH,male,142,sex,41162,1224,0.34,2.97,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.426,42.6
202109,SH,male,577,sex,41162,1801,1.4,4.38,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.436,43.6
202110,SH,male,232,sex,41162,2033,0.56,4.94,COVID19FullyVaccPersons,2021-11-03_08-07-17,detailed,0.387,38.7
